Ticker,Preço,Recomendação,RSI,MACD,Volume,Variação %
DOTZ3,3.51,STRONG_SELL,45.11454863619499,-0.010568422027210644,6800.0,-2.2284122562674114
HBSA3,2.23,SELL,49.46054180533349,0.015868676158298456,1722000.0,-3.87931034482758
BEEF3,6.48,STRONG_BUY,71.90402925151952,0.43868078229545127,13672700.0,0.30959752321982137
AMAR3,1.32,SELL,37.35912352936549,0.027190535402930927,658000.0,-8.965517241379303
WEST3,5.25,BUY,53.512791206403335,0.050838641919158434,1100.0,1.351351351351357
RCSL4,1.4,STRONG_BUY,80.79166555104477,0.12502798314017483,4632900.0,10.236220472440936
AZEV4,0.93,SELL,43.82812349177926,-0.041837903757888095,3257100.0,-4.123711340206178
RNEW11,2.91,BUY,54.33154089790743,0.057232993337014815,500.0,-0.34246575342465024
RNEW4,0.93,SELL,47.76848376883425,0.018274404331779848,71000.0,-4.123711340206178
RNEW3,0.93,SELL,47.484161823099996,0.017143562252340927,34400.0,-4.123711340206178
DASA3,1.82,SELL,45.48783941627806,0.01372918433437853,521300.0,-3.191489361702119
AZEV3,0.8,SELL,37.63140832618698,-0.05891765227054557,816900.0,-1.234567901234569
LUPA3,1.29,SELL,49.154760625102824,0.022801264723511183,114400.0,-1.5267175572519098
CEED3,10.83,SELL,30.828190959798476,-3.4248350535991783,600.0,-3.2171581769436948
ESTR3,5.0,STRONG_SELL,37.80725942145777,-0.8465304392063011,100.0,-34.210526315789465
CSAN3,7.27,STRONG_SELL,44.652224258267836,0.010064006473001541,26421800.0,-6.675224646983318
NTCO3,9.19,STRONG_SELL,33.962475600366645,-0.8424209036922701,10586800.0,-2.545068928950162
SNSY5,4.19,SELL,44.93404707330765,0.04003388148600617,700.0,-2.1028037383177534
GPIV33,3.77,SELL,47.13460253630845,-0.06067605021690747,6628.0,-1.5665796344647531
BIED3,3.4,SELL,46.12628131249948,-0.020738694207324215,3200.0,-3.1339031339031305
ESTR4,3.4,SELL,43.785649462471284,-0.05014363000994937,800.0,0.0
TXRX3,8.5,SELL,40.52332090623975,-0.2551248673232944,100.0,0.0
MBLY3,1.01,STRONG_SELL,23.60141022797491,-0.08097300564876875,406900.0,-3.809523809523813
MGEL4,6.09,SELL,39.246496611699015,-0.2363609586906037,900.0,-1.2965964343598066
RDNI3,2.47,STRONG_SELL,46.2382863942668,0.024304040832620277,1900.0,-6.083650190114057
BRKM3,10.35,STRONG_SELL,37.69593647192051,-0.2790391182826433,26600.0,-3.9888682745825577
TCSA3,1.56,BUY,64.63388191185976,0.021311802804471203,96800.0,1.960784313725492
BRKM5,9.84,STRONG_SELL,32.61635095720061,-0.40102336423285223,5226300.0,-5.747126436781606
BHIA3,7.47,NEUTRAL,53.8916790425472,1.2544699856033166,11850800.0,-3.8610038610038586
PCAR3,3.22,BUY,62.97877020429294,0.1702284634999951,12289100.0,-4.733727810650878
PLAS3,6.0,SELL,47.2313159021033,0.0021479029672635264,500.0,3.448275862068969
VIVR3,0.99,SELL,41.42534713391212,-0.019410982147909817,62500.0,-1.0000000000000009
SHOW3,0.65,SELL,34.381762533320256,-0.01670032302959512,266000.0,-1.5151515151515165
BRKM6,7.75,SELL,33.52201062897764,-0.8415042042522964,200.0,-0.6410256410256387
BDLL3,9.05,SELL,39.551624950578706,-0.5195571118851543,600.0,-1.092896174863384
BDLL4,8.7,SELL,46.42979652559254,0.009653319894088241,200.0,-1.1363636363636525
VVAR11,14.58,SELL,41.09660380965759,-0.08872901729480454,3681500.0,-1.1525423728813555
CTNM3,7.13,STRONG_SELL,36.35431519478926,-0.24202896042196187,100.0,-2.060439560439565
VVEO3,1.28,STRONG_SELL,36.18597534255757,-0.04008786142756526,1666600.0,-4.4776119402985115
AERI3,4.02,SELL,45.16553173951813,-0.1873387540220346,720600.0,-9.865470852017946
CTSA3,1.27,SELL,40.68019212668937,-0.036544808632286374,100.0,-3.0534351145038197
INEP3,1.45,SELL,47.402850282365684,0.001010084095139474,15900.0,-2.684563758389264
INEP4,1.34,STRONG_SELL,41.035317889607484,-0.011507936740667635,2200.0,-2.189781021897812
NEXP3,3.8,STRONG_SELL,47.1804856332765,-0.00045469404251186063,100.0,-1.5544041450777215
TXRX4,1.8,STRONG_SELL,38.764738528449634,-0.07411278033303881,100.0,0.0
RPMG3,2.78,SELL,39.2604217496723,-0.010290638032881994,5400.0,-3.1358885017421705
FHER3,3.91,NEUTRAL,42.12494384905242,-0.2708174181827663,36600.0,4.825737265415555
CTSA4,0.7,SELL,40.22867212847593,-0.02995864689008232,3000.0,-1.4084507042253533
JFEN3,2.33,STRONG_SELL,42.5639374337752,-0.04768516238090248,7100.0,-1.2711864406779578
TEKA3,42.5,BUY,54.89726798463961,3.360446740764523,400.0,0.0
GOLL4,1.42,NEUTRAL,48.94246886959831,-0.01150530909763714,1818300.0,1.42857142857143
SEQL3,2.14,NEUTRAL,52.29664464767559,-0.026994412940119616,277800.0,0.0
TEKA4,21.25,STRONG_SELL,31.62955597823253,0.413540899278253,2400.0,-40.97222222222222
AGXY3,0.53,SELL,46.640102852554875,-0.010464101778252854,560300.0,0.0
PMAM3,1.5,STRONG_BUY,80.74058469895405,0.0637962731536661,586700.0,7.913669064748209
IFCM3,0.1,BUY,66.47756622586135,0.012609691002699264,31161000.0,0.0
CTNM4,0.86,SELL,45.079544792522164,0.006324040620523941,5000.0,-2.2727272727272747
PDGR3,0.92,SELL,49.50422646515862,-0.04442383795035654,828700.0,-5.154639175257725
SGPS3,1.64,STRONG_SELL,34.661489223400935,-0.09050267526317524,19800.0,-6.285714285714292
GSHP3,6.0,SELL,12.678303287374007,-1.17547599457676,100.0,0.0
OSXB3,3.17,SELL,44.995929870913905,-0.028363452104262166,7900.0,1.2779552715654963
IRBR3,49.01,SELL,44.54059729704593,0.46126913266960656,1101300.0,-7.754564276303415
TIMS3,16.9,BUY,59.023667183207095,0.40401609554822215,7895400.0,-3.5255147247168814
GEPA4,31.8,BUY,59.13400204036203,0.5015249211721127,200.0,0.2522068095838646
GEPA3,32.0,BUY,55.49529446443141,0.9393166561056674,300.0,-3.0303030303030303
OIBR3,0.92,SELL,20.649147372415698,-0.08327888467137323,2779400.0,-3.1578947368420964
AZUL4,3.22,SELL,31.922767979307196,-0.1650983683690357,8987600.0,-2.7190332326283944
ATMP3,1.24,BUY,62.095756239598344,0.025062828520050484,1200.0,4.201680672268911
AMER3,5.98,SELL,45.98062035324285,0.022095691340343393,5075800.0,-6.416275430359926
RSID3,2.81,STRONG_SELL,41.0931240844541,-0.015890908225425715,38000.0,-3.103448275862064
OIBR4,7.57,STRONG_SELL,42.20472107502151,-0.18421855032941536,28200.0,-3.0729833546734873
MWET4,12.1,BUY,54.33703695385599,0.3427597295252802,500.0,0.8333333333333304
MWET3,12.5,SELL,38.62863220069441,-4.0577551111150765,200.0,0.0
HOOT4,3.15,BUY,55.44604401007689,0.28860756055021763,25800.0,-11.267605633802814
NORD3,6.08,SELL,49.19255817321409,-0.22223611688438982,200.0,-5.000000000000004
LIGT3,4.83,BUY,55.0873390276061,0.23852166329595548,1018700.0,-2.6209677419354818
SYNE3,4.92,SELL,48.9247095802671,0.034273775199981316,745600.0,-3.1496062992126013
CTKA4,30.5,BUY,56.03369528374478,2.1775106164192195,400.0,-10.294117647058822
CEDO4,21.0,BUY,51.51865366114741,0.2461324568716492,400.0,1.744186046511625
CTKA3,38.0,STRONG_BUY,81.11547672701205,4.116127168736405,100.0,8.571428571428571
CEDO3,25.0,SELL,47.0602848829619,-0.15012918119143492,100.0,0.0
FIGE3,11.990927,STRONG_BUY,,,100.32585471,99.83388704927972
AHEB3,45.0,STRONG_BUY,87.83561140143186,1.5555458574889443,100.0,0.0
AHEB5,50.0,STRONG_BUY,88.39137271923182,6.542512977613782,100.0,11.11111111111111
AHEB6,55.0,BUY,70.7083949057972,5.761309443161203,100.0,0.0
PRIO3,33.99,STRONG_SELL,28.062678949859162,-0.34653423363364766,33029200.0,-7.711105077382559
VBBR3,17.62,NEUTRAL,51.00115170034057,0.3051359329126875,11471800.0,-5.319720580333146
VTRU3,6.73,NEUTRAL,53.17531587518371,0.18509436025806014,239500.0,-4.4034090909090855
JHSF3,4.11,BUY,59.133062391990926,0.11949995734128427,16757000.0,-3.053325145813151
BGIP4,26.52,BUY,58.04279968996859,0.4916567658928699,4400.0,1.2213740458015279
BGIP3,27.1,BUY,54.7606845403314,0.8200235218478795,300.0,-2.902185596560368
PINE4,4.31,SELL,38.08758922614352,5.695477885403477e-05,187200.0,-2.0454545454545623
BALM4,12.69,BUY,73.82472888200127,0.35689281387054095,2600.0,0.15785319652722632
PINE3,4.51,SELL,46.2594534719394,-0.019529798305072177,600.0,0.2222222222222175
HETA4,5.71,SELL,42.719502896230274,-0.17799071321282778,100.0,0.1754385964912243
CMIG4,10.02,SELL,29.67255634389241,-0.22996826870657117,16963700.0,-1.2807881773399092
COCE5,24.68,NEUTRAL,51.5149001071574,-0.05060133035928871,7000.0,1.1475409836065622
CLSC3,75.01,BUY,53.463524963877006,0.48774436511001795,200.0,0.6492958668383043
CAML3,3.97,SELL,50.355429687653974,-0.020422985460286203,2400800.0,-4.106280193236703
COCE3,25.1,SELL,32.43547665318819,-2.9672156700918784,100.0,0.0
BNBR3,99.95,STRONG_BUY,55.872442200411264,1.1304624928430371,100.0,0.5027652086475616
ISAE4,22.01,STRONG_SELL,37.23003072884575,-0.12869888074384406,2782700.0,-1.9162210338680912
BAZA3,89.8,SELL,46.08133452268341,-0.13374273675806592,2100.0,0.011137097672336456
ALLD3,6.8,SELL,38.77724119435838,-0.03177446294627462,69900.0,-1.0189228529839924
CLSC4,82.79,BUY,67.37004750923086,1.0159108025547283,3800.0,-0.24099289070971036
HBOR3,1.81,BUY,57.88918492547541,0.07767682627488548,650800.0,-6.217616580310875
BMEB3,32.82,NEUTRAL,47.66451844923626,0.011822834016385286,1400.0,0.0
ENGI4,7.44,BUY,58.36615089739549,0.11761920493792477,7800.0,-2.105263157894727
EALT4,13.38,SELL,49.03580813767772,0.07544402063488853,8600.0,-2.3357664233576534
BBAS3,27.96,NEUTRAL,49.689362625474644,0.2816401167703191,14064400.0,-1.9291476674850956
COGN3,2.06,BUY,62.160623682711424,0.13713766849056497,61686600.0,-5.504587155963307
POMO3,4.75,SELL,29.696873187352566,-0.21411717604440117,352300.0,-3.651115618661252
ECOR3,5.77,BUY,58.42778785581908,0.15954920771029535,4414200.0,-4.942339373970357
EALT3,14.0,BUY,51.48131202548544,0.13819629307795012,500.0,0.0
TKNO4,81.05,BUY,71.90623526261362,4.297246443365381,100.0,-3.5474716317405584
LOGG3,17.94,STRONG_SELL,45.58146463258118,0.0252403822693843,228600.0,-3.6519871106337254
BRSR6,10.8,NEUTRAL,49.46998882779049,0.08620982666042565,948000.0,-1.9963702359346538
BMEB4,34.0,STRONG_SELL,28.6408999939908,-0.728943424006296,16400.0,-3.981926009601798
CBEE3,8.8,STRONG_SELL,36.64333238975667,-0.7293504904171488,100.0,0.0
NUTR3,3.68,NEUTRAL,51.443975219336174,0.06612472629191846,8900.0,-5.88235294117647
BALM3,16.45,STRONG_BUY,65.78765676286223,0.794112822069966,100.0,0.30487804878049213
ENGI11,41.01,BUY,52.52806467906652,0.24450935733830192,2868500.0,-2.7507706900640354
ABCB4,19.85,STRONG_SELL,43.33239770961574,0.0017421158962633854,483400.0,-2.5527736867943034
BMGB4,3.69,SELL,46.950620885375386,0.0034032229609870512,1164300.0,-1.3368983957219323
CEEB5,36.0,SELL,43.704767633339536,-1.3364220663252553,300.0,0.8403361344537735
CGRA3,26.93,BUY,55.09171880036511,0.33734201951931553,600.0,-0.2592592592592603
BRSR3,11.95,SELL,44.78786681041062,0.020997570248660224,6400.0,-1.483924154987646
BRAP3,16.02,SELL,44.49855435829343,0.24228297509279528,136600.0,-2.5547445255474552
CEEB3,37.4,STRONG_SELL,44.088206978066786,-0.06969456854933043,200.0,0.0
LAVV3,9.31,NEUTRAL,52.29219167583616,0.17680746239808798,555900.0,-2.4109014675052274
MDNE3,15.46,BUY,69.06043030811475,0.780164642887577,548800.0,-4.213135068153654
CGRA4,27.33,STRONG_BUY,57.22154006052467,0.35858831539525937,4200.0,-0.0731261425959895
VLID3,25.08,BUY,59.19184312547965,0.3071152424487913,274900.0,-1.492537313432846
SAPR4,5.67,STRONG_BUY,59.52674558753932,0.04405698534335212,1704200.0,0.7104795737122565
CAMB3,9.77,STRONG_SELL,37.2150942943078,-0.10225297167130698,27800.0,-2.3000000000000043
SAPR11,28.37,STRONG_BUY,57.4181249300011,0.17018275461600751,852000.0,-0.07044734061289036
SBFG3,11.67,NEUTRAL,52.27509871788745,0.30877067705866956,1131300.0,-4.734693877551021
LUXM3,0.59442,BUY,,,3334.0,6.952006362206756
TPIS3,4.49,SELL,44.948042822743744,0.022673175678638025,10600.0,-1.3186813186813102
SAPR3,5.73,BUY,50.07672079834269,0.013804642954553081,279700.0,-0.5208333333333223
GOAU4,8.34,STRONG_SELL,29.248109241217264,-0.1434923402483399,18197200.0,-5.334846765039734
MRFG3,18.35,BUY,65.03366903708294,0.9673888158993762,3463000.0,-1.3440860215053763
HAGA4,1.23,BUY,54.685178780158495,0.014650979079010584,9100.0,0.0
BRAP4,16.76,STRONG_SELL,36.93461954502614,0.12894277107054464,8151000.0,-3.289094056549318
CMIG3,14.23,SELL,36.49961816860371,-0.20679496359156957,113500.0,-0.5590496156533897
CSMG3,19.74,SELL,31.63120873747546,-0.8378980114240555,1169100.0,-0.9533366783743166
TECN3,5.96,STRONG_BUY,68.87047546689732,0.11258889969724262,138100.0,0.5059021922428373
RANI3,7.29,BUY,52.651753849660324,0.037744348476648426,871000.0,-1.3531799729363958
EUCA4,11.94,STRONG_SELL,37.52155421657347,-0.251800358160553,101400.0,-4.096385542168673
GOAU3,8.61,STRONG_SELL,31.215411835090393,-0.12557898598297257,95500.0,-4.439511653718095
COCE6,16.384469,BUY,40.62297075862814,,202.0,16.627789476921105
ISAE3,30.48,STRONG_SELL,37.1422911412291,0.021386543267990277,3500.0,-2.0880179890780552
EQMA3B,26.48,STRONG_BUY,81.89468449858704,0.515587467273896,300.0,1.8853405155829241
CYRE3,24.38,BUY,62.547052378106926,0.7933407349551693,4952000.0,-3.215561730845583
POMO4,6.0,STRONG_SELL,30.707737322651553,-0.33118210106097123,8874600.0,-3.5369774919614105
DEXP3,7.7,STRONG_SELL,37.754750735459375,-0.11780465148410979,217400.0,-1.2820512820512775
DEXP4,7.8,SELL,34.40937552810088,-0.15366077403427525,1200.0,-0.6369426751592334
WIZC3,5.95,SELL,45.82812726619725,-0.008361867661522027,552600.0,-2.2988505747126387
BOBR4,1.66,SELL,43.83486191862543,-0.0160737810423226,42900.0,-2.9239766081871372
SMTO3,19.0,STRONG_SELL,28.697879551565535,-0.5411153139855536,2044600.0,-5.142286570144789
AVLL3,2.09,SELL,45.962066446088116,-0.032802689907484694,2000.0,-0.9478672985782
BBDC3,11.21,BUY,54.77034255204718,0.17253929720177652,6499500.0,-1.5803336259877059
RAPT3,7.94,SELL,40.606531670159455,-0.104887081395038,78800.0,0.8894536213468905
MRSA5B,27.06,SELL,44.372787893806624,0.7014800499287865,300.0,-8.27118644067797
MRSA5B,27.06,SELL,44.372787893806624,0.7014800499287865,300.0,-8.27118644067797
MRSA6B,27.06,STRONG_SELL,44.64455778340804,0.1693166496602494,200.0,-8.27118644067797
MRSA6B,27.06,STRONG_SELL,44.64455778340804,0.1693166496602494,200.0,-8.27118644067797
WHRL3,3.86,SELL,49.215688456464925,0.026487462120410754,1200.0,-1.781170483460567
LVTC3,2.89,NEUTRAL,55.993216304144525,0.17366742769311605,19100.0,-2.0338983050847474
LUXM4,11.95,SELL,46.83143004900057,-0.25836005825294706,100.0,0.08375209380234327
BRSR5,15.0,NEUTRAL,51.34155836488457,-0.3628667313661449,100.0,-0.7936507936507886
RAPT4,8.35,SELL,33.92671082572515,-0.19398754275093566,3835100.0,-1.995305164319248
GGBR3,14.75,STRONG_SELL,31.66043555683423,-0.15386092771307602,88400.0,-3.657740039190075
BEES3,8.46,BUY,56.71594836472379,0.09720894329339913,19500.0,-1.627906976744172
TAEE3,11.39,BUY,61.23835583768045,0.07991764509190524,89300.0,0.0
KEPL3,7.52,SELL,44.55597224704036,-0.2005631135900101,1511200.0,-2.464332036316477
NEOE3,20.43,NEUTRAL,50.469062014811236,0.29403056421891804,661300.0,-2.2020105313547194
TAEE4,11.42,BUY,58.44151069833572,0.06865738600709115,222200.0,-0.3490401396160639
TAEE11,34.3,BUY,57.668521526386066,0.22092269523882635,1410800.0,-0.43541364296082924
GRND3,5.69,BUY,51.48753585427617,0.007855293807412345,2146800.0,-0.5244755244755133
MYPK3,11.79,STRONG_SELL,35.155238765713776,-0.3066984225032119,2516600.0,-2.7227722772277234
TRIS3,6.28,NEUTRAL,55.40389206744696,0.1549532561598621,477700.0,-2.9366306027820634
EUCA3,15.05,SELL,42.65442622372702,-0.187248242114336,100.0,0.0
EQPA3,6.14,BUY,57.92067419441491,0.17071499308288196,900.0,-2.539682539682542
BBDC4,12.61,BUY,61.694685545448046,0.2638629886050623,45792500.0,-0.7867820613690119
ITSA4,9.35,NEUTRAL,50.36063325204352,0.1311022820132255,33729600.0,-2.8066528066528025
WHRL4,4.27,STRONG_BUY,56.95686814052609,0.029745022637929885,6900.0,0.0
CMIN3,5.64,SELL,40.70236513905725,0.1087816019036536,7640100.0,-3.424657534246579
ENGI3,11.6,SELL,48.075589046916704,0.010229470674286034,5000.0,-1.6949152542372972
GGBR4,15.17,STRONG_SELL,28.809069040941054,-0.26671221678505574,16548600.0,-4.71105527638191
BEES4,8.75,BUY,57.871450007197346,0.12394429503202531,2200.0,-1.68539325842697
ITSA3,9.54,NEUTRAL,48.303222788178424,0.10571705270019471,125600.0,-2.354145342886391
SOND5,42.9,BUY,51.749273348346094,-1.1048083923048821,100.0,2.1428571428571392
SOND6,43.0,NEUTRAL,47.96599104743327,1.52200578598854,200.0,-0.023250406882115812
RSUL4,69.5,BUY,59.299697862606024,1.5451749707982287,300.0,-0.700100014287748
PLPL3,11.54,NEUTRAL,52.54916932058538,0.37144250138537416,1679100.0,-5.564648117839619
MRSA3B,27.6,STRONG_SELL,42.82765643736583,-0.03987505845129391,700.0,-9.50819672131147
MRSA3B,27.6,STRONG_SELL,42.82765643736583,-0.03987505845129391,700.0,-9.50819672131147
LEVE3,28.47,SELL,47.72336435194949,0.07068285865063473,381200.0,-2.1985571968395763
ROMI3,9.01,SELL,41.98111816131881,-0.04391284620578162,127900.0,-0.22148394241417027
PFRM3,6.79,NEUTRAL,41.657500449877915,0.03965905655823754,293000.0,-1.3081395348837188
VIVA3,19.92,BUY,56.69960380424768,0.40003407959586923,4025600.0,-3.300970873786406
BRBI11,13.64,NEUTRAL,51.588615730449085,0.118664309594541,371700.0,-0.7999999999999958
SANB3,12.59,NEUTRAL,49.8562179131116,0.14706842075917415,100000.0,-3.7461773700305825
SBSP3,103.53,BUY,58.63908583681267,1.7480799774091622,3300400.0,-1.913784936049262
WLMM3,26.08,NEUTRAL,49.65502972899983,0.11027700753277614,600.0,-3.4074074074074137
EGIE3,39.76,BUY,65.50069497283152,0.5819098860212293,1362900.0,-0.5502751375687817
SHUL4,5.32,STRONG_SELL,26.513680513078484,-0.09108524023464515,605700.0,-2.3853211009174293
CEBR3,18.21,BUY,64.38262482803603,0.37642487667635294,2100.0,-1.6207455429497606
FESA4,7.02,SELL,27.558350335093607,-0.14471066465907345,890800.0,-1.2658227848101369
CEBR5,18.0,BUY,60.02995982080022,0.43489480491894383,4400.0,-3.069466882067853
VULC3,15.24,STRONG_SELL,34.77536923925831,-0.12297687961596537,1295900.0,-4.571070757670635
HBRE3,3.4,BUY,56.84367480371597,0.13416921350451005,354000.0,-5.292479108635096
ETER3,4.76,STRONG_SELL,23.267945560893935,-0.0917159920863071,194700.0,-2.8571428571428683
FIGE4,37.676807,BUY,74.50240225462458,,100.0,-4.8685523192944595
CSUD3,16.67,BUY,54.74091219714187,0.13050814116988718,39900.0,-1.5413591547716217
MILS3,9.3,SELL,46.34485675820758,0.09222338306916278,603400.0,-2.5157232704402355
VALE3,52.61,STRONG_SELL,34.09756427105309,0.27944483125838815,42658900.0,-4.118826316748675
SOND3,47.0,STRONG_BUY,58.06516291832706,-0.4501613592046212,200.0,33.32551535205015
PATI3,28.0,BUY,52.9901555743217,0.4273036736252749,500.0,0.0
JSLG3,5.37,STRONG_SELL,46.762994810509554,-0.05056447591723501,703600.0,-6.28272251308901
SANB11,26.63,NEUTRAL,50.614538680931354,0.29674897140979084,2351100.0,-3.2691609153650636
FIQE3,3.71,BUY,57.70046215225046,0.08803998688578707,541500.0,-3.1331592689295062
UCAS3,1.47,SELL,46.789819650227706,0.005329200030878223,153900.0,-2.0000000000000018
CPFE3,37.81,NEUTRAL,55.36367493824607,0.5965922429062971,1011800.0,-0.787194961952236
ITUB3,27.56,NEUTRAL,50.845055912771535,0.3763155320141216,626000.0,-2.407932011331444
MTRE3,3.52,BUY,57.93315186353192,0.12467478606559546,1287700.0,-7.368421052631574
CEBR6,19.5,BUY,59.491176690195765,0.5057926789926626,9600.0,-1.5151515151515187
CEAB3,11.32,BUY,57.10447102819073,0.41348845673797463,4150600.0,-6.058091286307057
BPAC5,7.8,STRONG_SELL,44.53463544629635,0.027298257963304096,2500.0,-7.363420427553445
AGRO3,22.45,BUY,56.44109660400664,0.25155522474880243,250300.0,-0.22222222222222537
INTB3,12.78,SELL,48.71584261767079,-0.07052907701963562,2411200.0,-3.9819684447783708
EQPA5,7.4,BUY,47.802530973027835,0.07367411774669552,600.0,5.563480741797441
WLMM4,28.81,STRONG_SELL,40.51353225775131,-0.143143082842915,2900.0,-2.3058663953882665
SANB4,14.01,BUY,51.595970141134934,0.16258039017570347,93400.0,-3.112033195020754
UGPA3,17.03,SELL,50.314393357844516,0.30379909204076583,6713700.0,-4.21822272215973
TGMA3,33.92,NEUTRAL,51.73332796059929,0.4473007240218223,206800.0,-1.7096493769921655
EKTR3,38.81290009,BUY,66.6812893839421,3.490726919186436,103.13581028,6.718211498452948
EZTC3,15.1,BUY,57.54550904862236,0.5819298800415798,1460000.0,-3.2671364509929517
ARML3,3.96,SELL,40.32704278440008,-0.14849281338694098,771500.0,-5.714285714285719
